candidate_id,silver_score,top_evidence,honeypot_score
CAND_0097917,0,non_technical_title_without_technical_skills,0
CAND_0051481,0,non_technical_title_without_technical_skills,0
CAND_0052514,0,non_technical_title_without_technical_skills,0
CAND_0053914,0,non_technical_title_without_technical_skills,0
CAND_0054073,0,non_technical_title_without_technical_skills,0
CAND_0088495,0,non_technical_title_without_technical_skills,0
CAND_0054594,0,non_technical_title_without_technical_skills,0
CAND_0099060,0,non_technical_title_without_technical_skills,0
CAND_0055444,0,non_technical_title_without_technical_skills,0
CAND_0055886,0,non_technical_title_without_technical_skills,0
CAND_0056074,0,non_technical_title_without_technical_skills,0
CAND_0090430,0,non_technical_title_without_technical_skills,0
CAND_0056308,0,non_technical_title_without_technical_skills,0
CAND_0098117,0,non_technical_title_without_technical_skills,0
CAND_0057047,0,non_technical_title_without_technical_skills,0
CAND_0058889,0,non_technical_title_without_technical_skills,0
CAND_0059773,0,non_technical_title_without_technical_skills,0
CAND_0077049,0,non_technical_title_without_technical_skills,0
CAND_0060667,0,non_technical_title_without_technical_skills,0
CAND_0060937,0,non_technical_title_without_technical_skills,0
CAND_0063942,0,non_technical_title_without_technical_skills,0
CAND_0064151,0,non_technical_title_without_technical_skills,0
CAND_0085102,0,non_technical_title_without_technical_skills,0
CAND_0067449,0,non_technical_title_without_technical_skills,0
CAND_0068535,0,non_technical_title_without_technical_skills,0
CAND_0068573,0,non_technical_title_without_technical_skills,0
CAND_0069996,0,non_technical_title_without_technical_skills,0
CAND_0099329,0,non_technical_title_without_technical_skills,0
CAND_0071835,0,non_technical_title_without_technical_skills,0
CAND_0071951,0,non_technical_title_without_technical_skills,0
CAND_0087435,0,non_technical_title_without_technical_skills,0
CAND_0074164,0,non_technical_title_without_technical_skills,0
CAND_0074386,0,non_technical_title_without_technical_skills,0
CAND_0074603,0,non_technical_title_without_technical_skills,0
CAND_0075682,0,non_technical_title_without_technical_skills,0
CAND_0076983,0,non_technical_title_without_technical_skills,0
CAND_0010164,1,score_1: low completeness,0
CAND_0054507,1,score_1: default_weak,0
CAND_0086039,1,score_1: default_weak,1
CAND_0050405,1,score_1: default_weak,0
CAND_0063345,1,score_1: default_weak,0
CAND_0082208,1,score_1: very junior,0
CAND_0097467,1,score_1: default_weak,0
CAND_0084158,1,score_1: very junior,0
CAND_0017260,1,score_1: default_weak,0
CAND_0053142,1,score_1: default_weak,0
CAND_0021986,1,score_1: default_weak,0
CAND_0078826,1,score_1: default_weak,0
CAND_0015266,1,score_1: very junior,1
CAND_0037370,1,score_1: default_weak,0
CAND_0061096,1,score_1: very junior,0
CAND_0019541,1,score_1: default_weak,0
CAND_0061231,1,score_1: default_weak,1
CAND_0011964,1,score_1: very junior,0
CAND_0057242,1,score_1: default_weak,0
CAND_0045854,1,score_1: default_weak,0
CAND_0070512,1,score_1: low completeness,0
CAND_0077632,1,score_1: very junior,0
CAND_0050795,1,score_1: default_weak,0
CAND_0070601,1,score_1: low completeness,0
CAND_0064061,1,score_1: default_weak,0
CAND_0033123,1,score_1: default_weak,0
CAND_0046773,1,score_1: very junior,0
CAND_0001512,1,score_1: default_weak,0
CAND_0081194,1,score_1: default_weak,0
CAND_0088268,1,score_1: default_weak,0
CAND_0030912,1,score_1: default_weak,0
CAND_0019177,1,score_1: default_weak,0
CAND_0002466,1,score_1: default_weak,0
CAND_0091776,1,score_1: very junior,0
CAND_0069380,1,score_1: very junior,0
CAND_0056956,1,score_1: default_weak,0
CAND_0063489,1,score_1: default_weak,0
CAND_0027066,1,score_1: default_weak,0
CAND_0085741,1,score_1: default_weak,0
CAND_0074581,1,score_1: default_weak,0
CAND_0008156,1,score_1: default_weak,0
CAND_0015675,1,score_1: very junior,1
CAND_0067383,1,score_1: default_weak,0
CAND_0072576,1,score_1: default_weak,0
CAND_0014491,1,score_1: default_weak,0
CAND_0004744,1,score_1: default_weak,0
CAND_0091277,1,score_1: default_weak,1
CAND_0093793,1,score_1: default_weak,0
CAND_0001592,1,score_1: very junior,0
CAND_0066494,1,score_1: default_weak,0
CAND_0082390,1,score_1: default_weak,0
CAND_0080686,1,score_1: very junior,0
CAND_0087790,1,score_1: very junior,0
CAND_0036866,1,score_1: default_weak,0
CAND_0062872,1,score_1: default_weak,0
CAND_0042953,1,score_1: default_weak,0
CAND_0019247,1,score_1: default_weak,0
CAND_0045071,1,score_1: default_weak,0
CAND_0095516,1,score_1: very junior,0
CAND_0047989,1,score_1: default_weak,0
CAND_0007197,1,score_1: very junior,1
CAND_0033019,1,score_1: default_weak,0
CAND_0092562,1,score_1: default_weak,0
CAND_0034966,1,score_1: default_weak,0
CAND_0001099,1,score_1: low completeness,0
CAND_0069744,1,score_1: default_weak,0
CAND_0050543,1,score_1: default_weak,0
CAND_0095017,1,score_1: default_weak,0
CAND_0080496,1,score_1: very junior,0
CAND_0020702,1,score_1: default_weak,0
CAND_0025612,1,score_1: default_weak,0
CAND_0053101,1,score_1: default_weak,0
CAND_0069666,1,score_1: very junior,0
CAND_0027748,1,score_1: very junior,1
CAND_0093034,1,score_1: very junior,0
CAND_0014206,1,score_1: default_weak,0
CAND_0057550,1,score_1: default_weak,0
CAND_0022759,1,score_1: very junior,0
CAND_0088592,1,score_1: default_weak,0
CAND_0036212,1,score_1: default_weak,1
CAND_0006830,1,score_1: default_weak,0
CAND_0000261,1,score_1: default_weak,0
CAND_0084551,1,score_1: default_weak,0
CAND_0036348,1,score_1: very junior,0
CAND_0088173,1,score_1: default_weak,0
CAND_0075359,1,score_1: default_weak,0
CAND_0037361,1,score_1: default_weak,0
CAND_0091038,1,score_1: default_weak,0
CAND_0038485,1,score_1: default_weak,0
CAND_0074189,1,score_1: low completeness,0
CAND_0031464,1,score_1: low completeness,0
CAND_0082453,1,score_1: very junior,0
CAND_0059927,1,score_1: default_weak,0
CAND_0083054,1,score_1: default_weak,0
CAND_0081985,1,score_1: default_weak,0
CAND_0054460,1,score_1: very junior,0
CAND_0061362,1,score_1: default_weak,0
CAND_0065265,1,score_1: default_weak,0
CAND_0032413,1,score_1: default_weak,0
CAND_0087525,1,score_1: low completeness,0
CAND_0025938,2,"score_2: yoe=6.1 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0093790,2,"score_2: yoe=9.6 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0095515,2,"score_2: yoe=6.2 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0001251,2,"score_2: yoe=4.2 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0098726,2,"score_2: yoe=7.8 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0068243,2,"score_2: yoe=9.6 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0070891,2,"score_2: yoe=2.0 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0087175,2,"score_2: yoe=9.9 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0019976,2,"score_2: yoe=8.3 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0002229,2,"score_2: yoe=4.2 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0064529,2,"score_2: yoe=9.6 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0082421,2,"score_2: yoe=10.7 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0048487,2,"score_2: yoe=9.1 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0022892,2,"score_2: yoe=5.1 | score_2: overlapping engineering skills, no explicit ML/ranking",1
CAND_0043238,2,"score_2: yoe=3.2 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0026824,2,"score_2: yoe=4.6 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0095406,2,"score_2: yoe=11.9 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0010872,2,"score_2: yoe=7.8 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0096467,2,"score_2: yoe=9.4 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0052522,2,"score_2: yoe=8.8 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0059421,2,"score_2: yoe=4.0 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0004287,2,"score_2: yoe=3.3 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0086772,2,"score_2: yoe=11.8 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0022020,2,"score_2: yoe=9.3 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0003701,2,"score_2: yoe=4.3 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0083134,2,score_2: yoe=2.1 outside 5-9 but strong adjacent signals,0
CAND_0033362,2,"score_2: yoe=3.5 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0053989,2,"score_2: yoe=11.5 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0077694,2,"score_2: yoe=5.3 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0039513,2,"score_2: yoe=3.5 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0010198,2,"score_2: yoe=4.8 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0073422,2,"score_2: yoe=9.2 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0013506,2,"score_2: yoe=2.3 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0066431,2,"score_2: yoe=2.1 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0088970,2,"score_2: yoe=9.2 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0003719,2,"score_2: yoe=6.7 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0068018,2,"score_2: yoe=2.3 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0085559,2,score_2: yoe=4.9 outside 5-9 but strong adjacent signals,0
CAND_0092307,2,"score_2: yoe=2.6 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0055690,2,"score_2: yoe=6.2 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0047972,2,score_2: yoe=3.6 outside 5-9 but strong adjacent signals,0
CAND_0037312,2,"score_2: yoe=5.4 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0095591,2,"score_2: yoe=6.0 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0003926,2,"score_2: yoe=10.4 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0055965,2,"score_2: yoe=10.7 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0064379,2,"score_2: yoe=11.7 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0045753,2,"score_2: yoe=6.2 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0034162,2,"score_2: yoe=8.9 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0022656,2,"score_2: yoe=3.5 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0000159,2,"score_2: yoe=4.4 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0080059,2,"score_2: yoe=3.8 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0089510,2,"score_2: yoe=7.1 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0056228,2,"score_2: yoe=2.0 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0007150,2,"score_2: yoe=11.5 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0027058,2,"score_2: yoe=9.6 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0097715,2,"score_2: yoe=11.8 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0084850,2,"score_2: yoe=12.0 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0070079,2,"score_2: yoe=3.9 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0009760,2,"score_2: yoe=8.9 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0019092,2,"score_2: yoe=8.1 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0066898,2,"score_2: yoe=8.3 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0046323,2,"score_2: yoe=7.3 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0023700,2,"score_2: yoe=11.5 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0090220,2,score_2: yoe=2.6 outside 5-9 but strong adjacent signals,1
CAND_0088427,2,"score_2: yoe=8.0 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0000922,2,"score_2: yoe=5.9 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0088159,2,"score_2: yoe=4.5 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0082080,2,score_2: yoe=2.0 outside 5-9 but strong adjacent signals,0
CAND_0079046,2,"score_2: yoe=4.6 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0014733,2,score_2: yoe=2.0 outside 5-9 but strong adjacent signals,0
CAND_0081317,2,"score_2: yoe=6.2 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0038553,2,"score_2: yoe=6.1 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0085602,2,score_2: yoe=9.8 outside 5-9 but strong adjacent signals,0
CAND_0077436,2,"score_2: yoe=6.6 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0071160,2,"score_2: yoe=11.1 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0099542,2,"score_2: yoe=10.0 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0050209,2,"score_2: yoe=9.5 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0008648,2,"score_2: yoe=3.6 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0060264,2,"score_2: yoe=6.9 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0075857,2,"score_2: yoe=6.9 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0089898,2,"score_2: yoe=2.5 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0047974,2,"score_2: yoe=3.3 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0057714,2,"score_2: yoe=5.4 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0046906,2,"score_2: yoe=8.1 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0035012,2,score_2: yoe=2.7 outside 5-9 but strong adjacent signals,0
CAND_0080803,2,"score_2: yoe=6.7 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0073856,2,"score_2: yoe=2.4 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0088796,2,"score_2: yoe=6.0 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0079435,2,"score_2: yoe=5.2 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0014368,2,"score_2: yoe=11.8 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0064573,2,"score_2: yoe=10.2 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0068105,2,"score_2: yoe=3.0 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0099979,2,"score_2: yoe=5.2 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0021396,2,"score_2: yoe=3.0 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0098558,2,score_2: yoe=4.0 outside 5-9 but strong adjacent signals,0
CAND_0043458,2,"score_2: yoe=6.5 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0037518,2,"score_2: yoe=4.7 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0081264,2,"score_2: yoe=9.1 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0099248,2,"score_2: yoe=7.4 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0041300,2,"score_2: yoe=5.6 | score_2: overlapping engineering skills, no explicit ML/ranking",0
CAND_0007276,3,score_3: yoe=9.5 | score_3: 2 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0009880,3,score_3: yoe=9.5 | score_3: 3 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0012758,3,score_3: yoe=3.3 | score_3: 1 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0019025,3,score_3: yoe=3.3 | score_3: 4 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,1
CAND_0022375,3,score_3: yoe=7.6 | score_3: 7 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0029041,3,score_3: yoe=5.0 | score_3: 3 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0035625,3,score_3: yoe=5.7 | score_3: 3 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0037774,3,score_3: yoe=5.7 | score_3: 3 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,1
CAND_0061436,3,score_3: yoe=10.1 | score_3: 1 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0065286,3,score_3: yoe=6.1 | score_3: 3 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0066740,3,score_3: yoe=9.0 | score_3: 3 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0069174,3,score_3: yoe=10.7 | score_3: 1 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0089611,3,score_3: yoe=6.9 | score_3: 1 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0098225,3,score_3: yoe=3.6 | score_3: 1 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0007386,3,score_3: yoe=8.4 | score_3: 1 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0053629,3,score_3: yoe=5.5 | score_3: 3 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0057671,3,score_3: yoe=11.0 | score_3: 1 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0070093,3,score_3: yoe=6.7 | score_3: 1 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0057462,3,score_3: yoe=5.2 | score_3: 5 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0095483,3,score_3: yoe=6.1 | score_3: 1 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0003258,3,score_3: yoe=4.6 | score_3: 1 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0046035,3,score_3: yoe=4.6 | score_3: 3 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0005359,3,score_3: yoe=7.4 | score_3: 1 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0052128,3,score_3: yoe=5.2 | score_3: 3 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0024573,3,score_3: yoe=8.2 | score_3: 1 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0020927,3,score_3: yoe=6.7 | score_3: 2 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0007621,3,score_3: yoe=8.9 | score_3: 3 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0026248,3,score_3: yoe=10.7 | score_3: 6 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0039781,3,score_3: yoe=5.5 | score_3: 2 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0084827,3,score_3: yoe=3.3 | score_3: 7 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0047928,3,score_3: yoe=5.0 | score_3: 1 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0061966,3,score_3: yoe=9.0 | score_3: 1 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0043046,3,score_3: yoe=6.2 | score_3: 1 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0009850,3,score_3: yoe=9.5 | score_3: 1 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0043198,3,score_3: yoe=7.3 | score_3: 4 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0021350,3,score_3: yoe=10.7 | score_3: 5 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0063524,3,score_3: yoe=7.2 | score_3: 1 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0047153,3,score_3: yoe=3.3 | score_3: 5 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0087540,3,score_3: yoe=8.0 | score_3: 2 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0073427,3,score_3: yoe=6.8 | score_3: 7 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0030411,3,score_3: yoe=4.6 | score_3: 1 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0040462,3,score_3: yoe=4.8 | score_3: 2 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0088634,3,score_3: yoe=3.5 | score_3: 5 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0010290,3,score_3: yoe=9.2 | score_3: 2 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0082359,3,score_3: yoe=6.8 | score_3: 1 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0027691,3,score_3: yoe=6.5 | score_3: 9 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0064504,3,score_3: yoe=6.0 | score_3: 4 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0028283,3,score_3: yoe=6.3 | score_3: 1 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0044323,3,score_3: yoe=9.1 | score_3: 2 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0022205,3,score_3: yoe=3.7 | score_3: 3 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0022463,3,score_3: yoe=6.5 | score_3: 5 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0047790,3,score_3: yoe=4.2 | score_3: 1 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0013948,3,score_3: yoe=5.0 | score_3: 3 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0023213,3,score_3: yoe=9.2 | score_3: 1 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0057787,3,score_3: yoe=8.6 | score_3: 1 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0097085,3,score_3: yoe=5.8 | score_3: 5 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0099197,3,score_3: yoe=7.8 | score_3: 2 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0018007,3,score_3: yoe=9.3 | score_3: 1 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0024651,3,score_3: yoe=4.9 | score_3: 1 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0010939,3,score_3: yoe=8.7 | score_3: 6 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0060897,3,score_3: yoe=9.3 | score_3: 1 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0090663,3,score_3: yoe=3.3 | score_3: 1 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0093332,3,score_3: yoe=3.0 | score_3: 1 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0094179,3,score_3: yoe=5.8 | score_3: 3 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,1
CAND_0051068,3,score_3: yoe=8.0 | score_3: 1 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0062488,3,score_3: yoe=5.6 | score_3: 2 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0049580,3,score_3: yoe=5.6 | score_3: 3 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
CAND_0032868,3,score_3: yoe=6.5 | score_3: 1 broad skill(s) at intermediate+ | score_3: career includes software/data engineering,0
