candidate_id,silver_score
CAND_0000294,2
CAND_0000295,1
CAND_0000296,2
CAND_0000297,1
CAND_0000298,3
CAND_0000299,3
CAND_0000300,3
CAND_0000301,1
CAND_0000302,2
CAND_0000303,2
CAND_0000304,3
CAND_0000305,1
CAND_0000306,1
CAND_0000307,3
CAND_0000308,1
CAND_0000309,3
CAND_0000310,3
CAND_0000311,3
CAND_0000312,1
CAND_0000313,3
CAND_0000314,1
CAND_0000315,3
CAND_0000316,1
CAND_0000317,1
CAND_0000318,1
CAND_0000319,2
CAND_0000320,2
CAND_0000321,1
CAND_0000322,1
CAND_0000323,1
CAND_0000324,1
CAND_0000325,2
CAND_0000326,2
CAND_0000327,2
CAND_0000328,1
CAND_0000329,1
CAND_0000330,1
CAND_0000331,1
CAND_0000332,2
CAND_0000333,3
CAND_0000334,1
CAND_0000335,3
CAND_0000336,3
CAND_0000337,2
CAND_0000338,2
CAND_0000339,1
CAND_0000340,1
CAND_0000341,1
CAND_0000342,1
CAND_0000343,3
CAND_0000344,1
CAND_0000345,4
CAND_0000346,3
CAND_0000347,3
CAND_0000348,3
CAND_0000349,2
CAND_0000350,3
CAND_0000351,3
CAND_0000352,3
CAND_0000353,2
CAND_0000354,4
CAND_0000355,2
CAND_0000356,1
CAND_0000357,2
CAND_0000358,2
CAND_0000359,2
CAND_0000360,2
CAND_0000361,3
CAND_0000362,2
CAND_0000363,2
CAND_0000364,2
CAND_0000365,2
CAND_0000366,1
CAND_0000367,1
CAND_0000368,2
CAND_0000369,1
CAND_0000370,2
CAND_0000371,1
CAND_0000372,1
CAND_0000373,1
CAND_0000374,3
CAND_0000375,1
CAND_0000376,1
CAND_0000377,3
CAND_0000378,1
CAND_0000379,1
CAND_0000380,1
CAND_0000381,2
CAND_0000382,2
CAND_0000383,3
CAND_0000384,2
CAND_0000385,2
CAND_0000386,3
CAND_0000387,2
CAND_0000388,1
CAND_0000389,3
CAND_0000390,2
CAND_0000391,3
CAND_0000392,1
CAND_0000393,3
CAND_0000394,4
CAND_0000395,3
CAND_0000396,2
CAND_0000397,1
CAND_0000398,2
CAND_0000399,1
CAND_0000400,1
CAND_0000401,3
CAND_0000402,1
CAND_0000403,3
CAND_0000404,4
CAND_0000405,2
CAND_0000406,1
CAND_0000407,1
CAND_0000408,3
CAND_0000409,1
CAND_0000410,1
CAND_0000411,2
CAND_0000412,2
CAND_0000413,1
CAND_0000414,1
CAND_0000415,2
CAND_0000416,2
CAND_0000417,4
CAND_0000418,2
CAND_0000419,3
CAND_0000420,1
CAND_0000421,1
CAND_0000422,4
CAND_0000423,1
CAND_0000424,1
CAND_0000425,2
CAND_0000426,1
CAND_0000427,1
CAND_0000428,1
CAND_0000429,1
CAND_0000430,1
CAND_0000431,1
CAND_0000432,3
CAND_0000433,1
CAND_0000434,2
CAND_0000435,1
CAND_0000436,2
CAND_0000437,2
CAND_0000438,2
CAND_0000439,1
CAND_0000440,3
CAND_0000441,2
CAND_0000442,2
CAND_0000443,2
CAND_0000444,1
CAND_0000445,2
CAND_0000446,1
CAND_0000447,3
CAND_0000448,1
CAND_0000449,2
CAND_0000450,3
CAND_0000451,3
CAND_0000452,2
CAND_0000453,1
CAND_0000454,1
CAND_0000455,1
CAND_0000456,1
CAND_0000457,1
CAND_0000458,2
CAND_0000459,2
CAND_0000460,1
CAND_0000461,3
CAND_0000462,1
CAND_0000463,2
CAND_0000464,1
CAND_0000465,2
CAND_0000466,3
CAND_0000467,2
CAND_0000468,3
CAND_0000469,1
CAND_0000470,1
CAND_0000471,1
CAND_0000472,1
CAND_0000473,2
CAND_0000474,2
CAND_0000475,3
CAND_0000476,2
CAND_0000477,3
CAND_0000478,1
CAND_0000479,1
CAND_0000480,3
CAND_0000481,1
CAND_0000482,3
CAND_0000483,3
CAND_0000484,2
CAND_0000485,3
CAND_0000486,3
CAND_0000487,2
CAND_0000488,3
CAND_0000489,3
CAND_0000490,2
CAND_0000491,1
CAND_0000492,1
CAND_0000493,3
CAND_0000494,3
CAND_0000495,1
CAND_0000496,2
CAND_0000497,1
CAND_0000498,3
CAND_0000499,2
CAND_0000500,2
CAND_0000501,3
CAND_0000502,1
CAND_0000503,1
CAND_0000504,1
CAND_0000505,3
CAND_0000506,2
CAND_0000507,1
CAND_0000508,3
CAND_0000509,2
CAND_0000510,3
CAND_0000511,3
CAND_0000512,1
CAND_0000513,1
CAND_0000514,1
CAND_0000515,1
CAND_0000516,3
CAND_0000517,3
CAND_0000518,1
CAND_0000519,1
CAND_0000520,1
CAND_0000521,2
CAND_0000522,3
CAND_0000523,1
CAND_0000524,2
CAND_0000525,3
CAND_0000526,3
CAND_0000527,2
CAND_0000528,1
CAND_0000529,4
CAND_0000530,2
CAND_0000531,2
CAND_0000532,1
CAND_0000533,1
CAND_0000534,3
CAND_0000535,1
CAND_0000536,1
CAND_0000537,1
CAND_0000538,2
CAND_0000539,2
CAND_0000540,3
CAND_0000541,1
CAND_0000542,1
CAND_0000543,2
CAND_0000544,1
CAND_0000545,3
CAND_0000546,1
CAND_0000547,3
CAND_0000548,2
CAND_0000549,2
CAND_0000550,1
CAND_0000551,1
CAND_0000552,1
CAND_0000553,3
CAND_0000554,1
CAND_0000555,2
CAND_0000556,1
CAND_0000557,2
CAND_0000558,1
CAND_0000559,2
CAND_0000560,3
CAND_0000561,3
CAND_0000562,3
CAND_0000563,1
CAND_0000564,2
CAND_0000565,1
CAND_0000566,1
CAND_0000567,2
CAND_0000568,2
CAND_0000569,2
CAND_0000570,3
CAND_0000571,3
CAND_0000572,2
CAND_0000573,1
CAND_0000574,2
CAND_0000575,3
CAND_0000576,1
CAND_0000577,2
CAND_0000578,4
CAND_0000579,3
CAND_0000580,2
CAND_0000581,1
CAND_0000582,2
CAND_0000583,1
CAND_0000584,3
CAND_0000585,1
CAND_0000586,3
CAND_0000587,3
CAND_0000588,3
CAND_0000589,1
CAND_0000590,2
CAND_0000591,1
CAND_0000592,2
CAND_0000593,2
CAND_0000594,2
CAND_0000595,1
CAND_0000596,3
CAND_0000597,1
CAND_0000598,2
CAND_0000599,3
CAND_0000600,3
CAND_0000601,1
CAND_0000602,3
CAND_0000603,1
CAND_0000604,2
CAND_0000605,3
CAND_0000606,3
CAND_0000607,2
CAND_0000608,2
CAND_0000609,3
CAND_0000610,2
CAND_0000611,3
CAND_0000612,2
CAND_0000613,1
CAND_0000614,2
CAND_0000615,2
CAND_0000616,3
CAND_0000617,1
CAND_0000618,2
CAND_0000619,2
CAND_0000620,4
CAND_0000621,3
CAND_0000622,2
CAND_0000623,3
CAND_0000624,2
CAND_0000625,1
CAND_0000626,1
CAND_0000627,3
CAND_0000628,2
CAND_0000629,1
CAND_0000630,3
CAND_0000631,2
CAND_0000632,1
CAND_0000633,4
CAND_0000634,1
CAND_0000635,2
CAND_0000636,1
CAND_0000637,2
CAND_0000638,2
CAND_0000639,1
CAND_0000640,3
CAND_0000641,1
CAND_0000642,3
CAND_0000643,1
CAND_0000644,1
CAND_0000645,2
CAND_0000646,3
CAND_0000647,3
CAND_0000648,3
CAND_0000649,2
CAND_0000650,1
CAND_0000651,1
CAND_0000652,2
CAND_0000653,1
CAND_0000654,2
CAND_0000655,1
CAND_0000656,2
CAND_0000657,2
CAND_0000658,1
CAND_0000659,1
CAND_0000660,1
CAND_0000661,3
CAND_0000662,1
CAND_0000663,2
CAND_0000664,3
CAND_0000665,3
CAND_0000666,4
CAND_0000667,2
CAND_0000668,3
CAND_0000669,1
CAND_0000670,3
CAND_0000671,1
CAND_0000672,1
CAND_0000673,3
CAND_0000674,1
CAND_0000675,1
CAND_0000676,2
CAND_0000677,1
CAND_0000678,3
CAND_0000679,3
CAND_0000680,2
CAND_0000681,1
CAND_0000682,2
CAND_0000683,3
CAND_0000684,3
CAND_0000685,1
CAND_0000686,1
CAND_0000687,2
CAND_0000688,1
CAND_0000689,1
CAND_0000690,2
CAND_0000691,2
CAND_0000692,1
CAND_0000693,3
CAND_0000694,3
CAND_0000695,3
CAND_0000696,1
CAND_0000697,3
CAND_0000698,1
CAND_0000699,3
CAND_0000700,2
CAND_0000701,2
CAND_0000702,3
CAND_0000703,1
CAND_0000704,3
CAND_0000705,3
CAND_0000706,3
CAND_0000707,1
CAND_0000708,2
CAND_0000709,2
CAND_0000710,1
CAND_0000711,1
CAND_0000712,1
CAND_0000713,1
CAND_0000714,1
CAND_0000715,3
CAND_0000716,1
CAND_0000717,1
CAND_0000718,3
CAND_0000719,3
CAND_0000720,1
CAND_0000721,1
CAND_0000722,1
CAND_0000723,1
CAND_0000724,3
CAND_0000725,2
CAND_0000726,2
CAND_0000727,3
CAND_0000728,1
CAND_0000729,1
CAND_0000730,3
CAND_0000731,1
CAND_0000732,3
CAND_0000733,3
CAND_0000734,2
CAND_0000735,3
CAND_0000736,2
CAND_0000737,3
CAND_0000738,3
CAND_0000739,1
CAND_0000740,2
CAND_0000741,3
CAND_0000742,3
CAND_0000743,1
CAND_0000744,2
CAND_0000745,3
CAND_0000746,2
CAND_0000747,3
CAND_0000748,1
CAND_0000749,1
CAND_0000750,1
CAND_0000751,3
CAND_0000752,1
CAND_0000753,3
CAND_0000754,1
CAND_0000755,3
CAND_0000756,1
CAND_0000757,3
CAND_0000758,1
CAND_0000759,3
CAND_0000760,2
CAND_0000761,3
CAND_0000762,1
CAND_0000763,2
CAND_0000764,3
CAND_0000765,1
CAND_0000766,2
CAND_0000767,3
CAND_0000768,2
CAND_0000769,1
CAND_0000770,3
CAND_0000771,2
CAND_0000772,1
CAND_0000773,1
CAND_0000774,3
CAND_0000775,3
CAND_0000776,1
CAND_0000777,2
CAND_0000778,3
CAND_0000779,3
CAND_0000780,2
CAND_0000781,2
CAND_0000782,3
CAND_0000783,1
CAND_0000784,3
CAND_0000785,1
CAND_0000786,3
CAND_0000787,1
CAND_0000788,1
CAND_0000789,2
CAND_0000790,3
CAND_0000791,2
CAND_0000792,3
CAND_0000793,2
CAND_0000794,1
CAND_0000795,3
CAND_0000796,3
CAND_0000797,3
CAND_0000798,1
CAND_0000799,3
CAND_0000800,1
CAND_0000801,3
CAND_0000802,3
CAND_0000803,3
CAND_0000804,3
CAND_0000805,3
CAND_0000806,2
CAND_0000807,2
CAND_0000808,1
CAND_0000809,2
CAND_0000810,3
CAND_0000811,1
CAND_0000812,2
CAND_0000813,1
CAND_0000814,1
CAND_0000815,1
CAND_0000816,1
CAND_0000817,1
CAND_0000818,1
CAND_0000819,3
CAND_0000820,2
CAND_0000821,3
CAND_0000822,1
CAND_0000823,1
CAND_0000824,1
CAND_0000825,2
CAND_0000826,3
CAND_0000827,2
CAND_0000828,3
CAND_0000829,1
CAND_0000830,3
CAND_0000831,2
CAND_0000832,1
CAND_0000833,2
CAND_0000834,1
CAND_0000835,3
CAND_0000836,2
CAND_0000837,3
CAND_0000838,1
CAND_0000839,3
CAND_0000840,1
CAND_0000841,2
CAND_0000842,1
CAND_0000843,2
CAND_0000844,2
CAND_0000845,1
CAND_0000846,1
CAND_0000847,1
CAND_0000848,3
CAND_0000849,1
CAND_0000850,3
CAND_0000851,2
CAND_0000852,2
CAND_0000853,2
CAND_0000854,3
CAND_0000855,2
CAND_0000856,3
CAND_0000857,3
CAND_0000858,2
CAND_0000859,4
CAND_0000860,2
CAND_0000861,1
CAND_0000862,1
CAND_0000863,2
CAND_0000864,1
CAND_0000865,3
CAND_0000866,3
CAND_0000867,1
CAND_0000868,2
CAND_0000869,3
CAND_0000870,3
CAND_0000871,2
CAND_0000872,3
CAND_0000873,2
CAND_0000874,3
CAND_0000875,3
CAND_0000876,1
CAND_0000877,3
CAND_0000878,4
CAND_0000879,1
CAND_0000880,1
CAND_0000881,3
CAND_0000882,1
CAND_0000883,1
CAND_0000884,3
CAND_0000885,1
CAND_0000886,2
CAND_0000887,1
CAND_0000888,3
CAND_0000889,1
CAND_0000890,2
CAND_0000891,2
CAND_0000892,1
CAND_0000893,2
CAND_0000894,2
CAND_0000895,3
CAND_0000896,1
CAND_0000897,3
CAND_0000898,1
CAND_0000899,3
CAND_0000900,1
CAND_0000901,2
CAND_0000902,2
CAND_0000903,3
CAND_0000904,1
CAND_0000905,1
CAND_0000906,1
CAND_0000907,2
CAND_0000908,1
CAND_0000909,3
CAND_0000910,2
CAND_0000911,3
CAND_0000912,3
CAND_0000913,3
CAND_0000914,2
CAND_0000915,3
CAND_0000916,2
CAND_0000917,3
CAND_0000918,2
CAND_0000919,2
CAND_0000920,3
CAND_0000921,3
CAND_0000922,2
CAND_0000923,2
CAND_0000924,3
CAND_0000925,1
CAND_0000926,1
CAND_0000927,1
CAND_0000928,3
CAND_0000929,2
CAND_0000930,2
CAND_0000931,2
CAND_0000932,3
CAND_0000933,3
CAND_0000934,2
CAND_0000935,3
CAND_0000936,3
CAND_0000937,3
CAND_0000938,2
CAND_0000939,1
CAND_0000940,1
CAND_0000941,1
CAND_0000942,3
CAND_0000943,1
CAND_0000944,4
CAND_0000945,4
CAND_0000946,1
CAND_0000947,3
CAND_0000948,2
CAND_0000949,2
CAND_0000950,1
CAND_0000951,3
CAND_0000952,2
CAND_0000953,1
CAND_0000954,2
CAND_0000955,1
CAND_0000956,1
CAND_0000957,2
CAND_0000958,2
CAND_0000959,2
CAND_0000960,1
CAND_0000961,2
CAND_0000962,3
CAND_0000963,3
CAND_0000964,1
CAND_0000965,2
CAND_0000966,1
CAND_0000967,1
CAND_0000968,1
CAND_0000969,3
CAND_0000970,2
CAND_0000971,3
CAND_0000972,1
CAND_0000973,3
CAND_0000974,2
CAND_0000975,2
CAND_0000976,3
CAND_0000977,1
CAND_0000978,2
CAND_0000979,2
CAND_0000980,3
CAND_0000981,4
CAND_0000982,3
CAND_0000983,1
CAND_0000984,3
CAND_0000985,1
CAND_0000986,1
CAND_0000987,3
CAND_0000988,2
CAND_0000989,1
CAND_0000990,3
CAND_0000991,2
CAND_0000992,1
CAND_0000993,1
CAND_0000994,1
CAND_0000995,1
CAND_0000996,2
CAND_0000997,2
CAND_0000998,2
CAND_0000999,2
CAND_0001000,1
CAND_0001001,4
CAND_0001002,2
CAND_0001003,2
CAND_0001004,1
CAND_0001005,1
CAND_0001006,3
CAND_0001007,2
CAND_0001008,1
CAND_0001009,3
CAND_0001010,2
CAND_0001011,3
CAND_0001012,1
CAND_0001013,3
CAND_0001014,3
CAND_0001015,2
CAND_0001016,1
CAND_0001017,1
CAND_0001018,2
CAND_0001019,2
CAND_0001020,3
CAND_0001021,1
CAND_0001022,3
CAND_0001023,4
CAND_0001024,2
CAND_0001025,3
CAND_0001026,3
CAND_0001027,3
CAND_0001028,3
CAND_0001029,1
CAND_0001030,2
CAND_0001031,1
CAND_0001032,3
CAND_0001033,2
CAND_0001034,1
CAND_0001035,1
CAND_0001036,1
CAND_0001037,3
CAND_0001038,2
CAND_0001039,1
CAND_0001040,3
CAND_0001041,2
CAND_0001042,2
CAND_0001043,3
CAND_0001044,2
CAND_0001045,3
CAND_0001046,1
CAND_0001047,3
CAND_0001048,1
CAND_0001049,3
CAND_0001050,1
CAND_0001051,2
CAND_0001052,1
CAND_0001053,2
CAND_0001054,3
CAND_0001055,2
CAND_0001056,3
CAND_0001057,1
CAND_0001058,1
CAND_0001059,1
CAND_0001060,1
CAND_0001061,1
CAND_0001062,2
CAND_0001063,1
CAND_0001064,2
CAND_0001065,1
CAND_0001066,1
CAND_0001067,1
CAND_0001068,1
CAND_0001069,3
CAND_0001070,1
CAND_0001071,3
CAND_0001072,2
CAND_0001073,1
CAND_0001074,2
CAND_0001075,3
CAND_0001076,1
CAND_0001077,1
CAND_0001078,2
CAND_0001079,1
CAND_0001080,3
CAND_0001081,3
CAND_0001082,4
CAND_0001083,1
CAND_0001084,2
CAND_0001085,4
CAND_0001086,3
CAND_0001087,1
CAND_0001088,1
CAND_0001089,3
CAND_0001090,2
CAND_0001091,3
CAND_0001092,1
CAND_0001093,3
CAND_0001094,3
CAND_0001095,3
CAND_0001096,3
CAND_0001097,3
CAND_0001098,2
CAND_0001099,1
CAND_0001100,1
CAND_0001101,1
CAND_0001102,1
CAND_0001103,3
CAND_0001104,1
CAND_0001105,1
CAND_0001106,1
CAND_0001107,3
CAND_0001108,3
CAND_0001109,3
CAND_0001110,1
CAND_0001111,3
CAND_0001112,1
CAND_0001113,3
CAND_0001114,1
CAND_0001115,2
CAND_0001116,1
CAND_0001117,1
CAND_0001118,1
CAND_0001119,3
CAND_0001120,3
CAND_0001121,2
CAND_0001122,3
CAND_0001123,2
CAND_0001124,3
CAND_0001125,2
CAND_0001126,4
CAND_0001127,2
CAND_0001128,3
CAND_0001129,1
CAND_0001130,1
CAND_0001131,4
CAND_0001132,3
CAND_0001133,3
CAND_0001134,2
CAND_0001135,3
CAND_0001136,1
CAND_0001137,1
CAND_0001138,3
CAND_0001139,1
CAND_0001140,1
CAND_0001141,3
CAND_0001142,3
CAND_0001143,3
CAND_0001144,3
CAND_0001145,2
CAND_0001146,1
CAND_0001147,1
CAND_0001148,1
CAND_0001149,1
CAND_0001150,2
CAND_0001151,4
CAND_0001152,3
CAND_0001153,2
CAND_0001154,1
CAND_0001155,3
CAND_0001156,1
CAND_0001157,1
CAND_0001158,4
CAND_0001159,3
CAND_0001160,3
CAND_0001161,1
CAND_0001162,1
CAND_0001163,3
CAND_0001164,3
CAND_0001165,1
CAND_0001166,3
CAND_0001167,2
CAND_0001168,2
CAND_0001169,3
CAND_0001170,3
CAND_0001171,2
CAND_0001172,2
CAND_0001173,3
CAND_0001174,2
CAND_0001175,1
CAND_0001176,1
CAND_0001177,1
CAND_0001178,2
CAND_0001179,1
CAND_0001180,1
CAND_0001181,3
CAND_0001182,2
CAND_0001183,2
CAND_0001184,3
CAND_0001185,1
CAND_0001186,3
CAND_0001187,1
CAND_0001188,1
CAND_0001189,1
CAND_0001190,1
CAND_0001191,2
CAND_0001192,2
CAND_0001193,4
CAND_0001194,3
CAND_0001195,1
CAND_0001196,2
CAND_0001197,2
CAND_0001198,2
CAND_0001199,1
CAND_0001200,3
CAND_0001201,1
CAND_0001202,1
CAND_0001203,2
CAND_0001204,1
CAND_0001205,3
CAND_0001206,3
CAND_0001207,2
CAND_0001208,1
CAND_0001209,1
CAND_0001210,1
CAND_0001211,2
CAND_0001212,4
CAND_0001213,1
CAND_0001214,1
CAND_0001215,1
CAND_0001216,3
CAND_0001217,2
CAND_0001218,1
CAND_0001219,2
CAND_0001220,1
CAND_0001221,2
CAND_0001222,1
CAND_0001223,2
CAND_0001224,3
CAND_0001225,2
CAND_0001226,3
CAND_0001227,1
CAND_0001228,1
CAND_0001229,2
CAND_0001230,3
CAND_0001231,1
CAND_0001232,2
CAND_0001233,1
CAND_0001234,3
CAND_0001235,1
CAND_0001236,2
CAND_0001237,1
CAND_0001238,1
CAND_0001239,1
CAND_0001240,2
CAND_0001241,2
CAND_0001242,2
CAND_0001243,1
CAND_0001244,2
CAND_0001245,3
CAND_0001246,3
CAND_0001247,3
CAND_0001248,3
CAND_0001249,1
CAND_0001250,3
CAND_0001251,2
CAND_0001252,3
CAND_0001253,2
CAND_0001254,1
CAND_0001255,3
CAND_0001256,3
CAND_0001257,3
CAND_0001258,1
CAND_0001259,1
CAND_0001260,1
CAND_0001261,3
CAND_0001262,3
CAND_0001263,1
CAND_0001264,3
CAND_0001265,1
CAND_0001266,1
CAND_0001267,2
CAND_0001268,3
CAND_0001269,2
CAND_0001270,2
CAND_0001271,1
CAND_0001272,2
CAND_0001273,3
CAND_0001274,2
CAND_0001275,3
CAND_0001276,3
CAND_0001277,2
CAND_0001278,1
CAND_0001279,3
CAND_0001280,2
CAND_0001281,2
CAND_0001282,1
CAND_0001283,1
CAND_0001284,2
CAND_0001285,2
CAND_0001286,1
CAND_0001287,3
CAND_0001288,2
CAND_0001289,2
CAND_0001290,2
CAND_0001291,2
CAND_0001292,2
CAND_0001293,3
CAND_0001294,1
CAND_0001295,4
CAND_0001296,2
CAND_0001297,3
CAND_0001298,2
CAND_0001299,2
CAND_0001300,1
CAND_0001301,1
CAND_0001302,1
CAND_0001303,2
CAND_0001304,2
CAND_0001305,2
CAND_0001306,2
CAND_0001307,1
CAND_0001308,3
CAND_0001309,1
CAND_0001310,3
CAND_0001311,2
CAND_0001312,1
CAND_0001313,2
CAND_0001314,4
CAND_0001315,2
CAND_0001316,3
CAND_0001317,2
CAND_0001318,1
CAND_0001319,1
CAND_0001320,1
CAND_0001321,2
CAND_0001322,3
CAND_0001323,3
CAND_0001324,1
CAND_0001325,2
CAND_0001326,3
CAND_0001327,1
CAND_0001328,1
CAND_0001329,3
CAND_0001330,3
CAND_0001331,1
CAND_0001332,1
CAND_0001333,3
CAND_0001334,1
CAND_0001335,1
CAND_0001336,1
CAND_0001337,3
CAND_0001338,1
CAND_0001339,3
CAND_0001340,2
CAND_0001341,1
CAND_0001342,1
CAND_0001343,2
CAND_0001344,2
CAND_0001345,2
CAND_0001346,2
CAND_0001347,3
CAND_0001348,2
CAND_0001349,1
CAND_0001350,3
CAND_0001351,2
CAND_0001352,3
CAND_0001353,1
CAND_0001354,2
CAND_0001355,3
CAND_0001356,1
CAND_0001357,1
CAND_0001358,1
CAND_0001359,1
CAND_0001360,3
CAND_0001361,1
CAND_0001362,1
CAND_0001363,1
CAND_0001364,3
CAND_0001365,3
CAND_0001366,1
CAND_0001367,3
CAND_0001368,3
CAND_0001369,2
CAND_0001370,1
CAND_0001371,3
CAND_0001372,3
CAND_0001373,1
CAND_0001374,2
CAND_0001375,3
CAND_0001376,3
CAND_0001377,1
CAND_0001378,3
CAND_0001379,2
CAND_0001380,3
CAND_0001381,2
CAND_0001382,2
CAND_0001383,2
CAND_0001384,3
CAND_0001385,1
CAND_0001386,3
CAND_0001387,3
CAND_0001388,3
CAND_0001389,3
CAND_0001390,3
CAND_0001391,1
CAND_0001392,3
CAND_0001393,1
CAND_0001394,3
CAND_0001395,1
CAND_0001396,3
CAND_0001397,2
